WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
89 	ADL34886.1	 472	 106.5	 8.7E-33	 5.0E-29 	100.00%	 6	TPR domain-containing protein [Butyrivibrio proteoclasticus B316]	   33: 4.0e-07   67: 1.2e-04  123: 5.8e-06  157: 8.7e-10  387: 1.2e-09  421: 1.8e-08
90 	QOD85585.1	 431	 105.7	 1.5E-32	 8.9E-29 	100.00%	10	tetratricopeptide repeat protein [Weissella viridescens]	    1: 7.0e-05   40: 3.7e-05  101: 3.1e-06  135: 7.9e-07  172: 9.3e-05  206: 3.0e-03  240: 9.6e-05  274: 2.5e-05  344: 1.1e-07  378: 1.1e-03
91 	AJO22794.1	 421	 104.9	 2.6E-32	 1.5E-28 	100.00%	 9	hypothetical protein SB48_HM08orf03171 [Weizmannia coagulans]	   32: 1.3e-03   66: 2.9e-05  100: 1.1e-04  134: 7.1e-04  204: 1.2e-07  238: 1.8e-06  272: 1.4e-09  340: 1.1e-04  374: 1.2e-04
92 	AKN55691.1	 421	 104.9	 2.6E-32	 1.5E-28 	100.00%	 9	TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase [Weizmannia coagulans]	   32: 1.3e-03   66: 2.9e-05  100: 1.1e-04  134: 7.1e-04  204: 1.2e-07  238: 1.8e-06  272: 1.4e-09  340: 1.1e-04  374: 1.2e-04
93 	ARZ58486.1	 423	 104.8	 2.9E-32	 1.7E-28 	100.00%	10	hypothetical protein BAGQ_2253 [Bacillus velezensis]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 1.1e-06  238: 5.5e-08  272: 1.7e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
94 	ANF37045.1	 423	 104.8	 2.9E-32	 1.7E-28 	100.00%	10	hypothetical protein BCBMB205_21490 [Bacillus velezensis]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 1.1e-06  238: 5.5e-08  272: 1.7e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
95 	AEH53606.1	 421	 104.7	 3.0E-32	 1.7E-28 	100.00%	 9	Tetratricopeptide TPR_2 repeat protein [Bacillus coagulans 2-6]	   32: 1.3e-03   66: 3.0e-05  100: 1.1e-04  134: 7.9e-04  204: 1.2e-07  238: 1.8e-06  272: 1.4e-09  340: 1.1e-04  374: 1.2e-04
96 	QIL50712.1	 425	 103.7	 6.1E-32	 3.5E-28 	100.00%	11	tetratricopeptide repeat protein [Weissella coleopterorum]	   33: 4.1e-05   67: 1.2e-02  101: 6.7e-06  135: 1.4e-04  172: 1.9e-05  206: 3.6e-04  240: 1.1e-05  274: 2.5e-08  308: 4.1e-03  345: 5.7e-05  379: 3.2e-03
97 	BCJ96156.1	 458	 103.4	 7.6E-32	 4.4E-28 	100.00%	 6	hypothetical protein acsn021_37250 [Anaerocolumna cellulosilytica]	   25: 7.5e-08   59: 6.9e-03  115: 2.8e-07  149: 1.3e-10  377: 3.6e-09  411: 8.9e-07
98 	AJE79101.1	 423	 103.4	 7.7E-32	 4.4E-28 	100.00%	10	TPR repeat-containing protein YpiA [Bacillus sp. BH072]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 1.7e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
99 	APA03148.1	 423	 103.4	 7.7E-32	 4.4E-28 	100.00%	10	hypothetical protein BK055_11660 [Bacillus velezensis]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 1.7e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
100	QKI82842.1	 444	 103.2	 8.6E-32	 4.9E-28 	100.00%	 8	tetratricopeptide repeat protein [Kroppenstedtia eburnea]	   80: 1.8e-03  116: 8.1e-09  159: 4.6e-07  200: 3.5e-03  240: 6.2e-05  280: 2.3e-07  320: 1.8e-06  360: 4.1e-07
101	QCP36258.1	 443	 103.0	 1.0E-31	 5.8E-28 	100.00%	 6	hypothetical protein AR1Y2_2804 [Anaerostipes rhamnosivorans]	   11: 5.5e-08   45: 1.1e-04  101: 2.3e-06  135: 3.7e-07  355: 5.8e-11  389: 3.2e-07
102	QUH28368.1	 470	 102.8	 1.1E-31	 6.5E-28 	100.00%	 6	tetratricopeptide repeat protein [Vallitalea guaymasensis]	   35: 5.2e-09   69: 7.7e-05  125: 1.3e-08  159: 6.6e-10  384: 5.8e-05  422: 3.4e-07
103	AFJ62433.1	 434	 102.6	 1.3E-31	 7.6E-28 	100.00%	10	conserved hypothetical protein YpiA [Bacillus amyloliquefaciens Y2]	   44: 2.9e-03   78: 8.7e-03  112: 1.2e-03  146: 1.0e-05  182: 2.9e-06  249: 5.5e-08  283: 1.7e-06  317: 4.7e-05  351: 4.4e-05  385: 2.9e-05
104	AJK65810.1	 423	 102.6	 1.3E-31	 7.7E-28 	100.00%	10	TPR repeat-containing protein [Bacillus amyloliquefaciens KHG19]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 2.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
105	AEB63976.1	 423	 102.4	 1.5E-31	 8.5E-28 	100.00%	10	hypothetical protein LL3_02443 [Bacillus amyloliquefaciens LL3]	   33: 6.4e-03   67: 8.7e-03  101: 2.8e-04  135: 2.0e-05  171: 4.9e-06  238: 1.6e-07  272: 8.5e-07  306: 4.7e-05  340: 3.4e-05  374: 2.9e-05
106	AEK88327.1	 423	 102.4	 1.5E-31	 8.5E-28 	100.00%	10	hypothetical protein BAXH7_01185 [Bacillus amyloliquefaciens XH7]	   33: 6.4e-03   67: 8.7e-03  101: 2.8e-04  135: 2.0e-05  171: 4.9e-06  238: 1.6e-07  272: 8.5e-07  306: 4.7e-05  340: 3.4e-05  374: 2.9e-05
107	AGZ56840.1	 423	 102.1	 1.8E-31	 1.0E-27 	100.00%	10	hypothetical protein U471_21400 [Bacillus amyloliquefaciens CC178]	   33: 2.9e-03   67: 8.7e-03  101: 6.5e-04  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 6.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
108	QEY91411.1	 423	 102.1	 1.8E-31	 1.0E-27 	100.00%	10	TPR-repeat-containing protein [Bacillus amyloliquefaciens]	   33: 2.9e-03   67: 8.7e-03  101: 6.5e-04  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 6.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
109	QEY93842.1	 423	 102.1	 1.8E-31	 1.0E-27 	100.00%	10	TPR-repeat-containing protein [Bacillus amyloliquefaciens]	   33: 2.9e-03   67: 8.7e-03  101: 6.5e-04  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 6.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
110	ABS33941.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum A str. ATCC 19397]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
111	ABS37971.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum A str. Hall]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
112	CAL81957.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	putative transcriptional regulator [Clostridium botulinum A str. ATCC 3502]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
113	CBZ02236.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	xre family DNA-binding domain and TPR-repeat-containing protein [Clostridium botulinum H04402 065]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
114	BAQ12491.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	putative tetratricopeptide repeat/DNA binding domain-containing protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
115	APQ71762.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
116	APQ95142.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
117	AUM86562.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
118	AUN09377.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
119	AUN24205.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
120	AUN20421.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
121	AWB16317.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
122	AWB29133.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
123	QGT43719.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	hypothetical protein GJ703_01903 [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
124	QRC53188.1	 434	 101.8	 2.2E-31	 1.3E-27 	100.00%	 9	helix-turn-helix transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
125	QRI53956.1	 434	 101.5	 2.9E-31	 1.7E-27 	100.00%	 9	helix-turn-helix transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
126	ACQ52824.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum Ba4 str. 657]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
127	ACO83650.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum A2 str. Kyoto]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
128	AJD26706.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum CDC_297]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
129	AJE10845.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum CDC_1436]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
130	QBK12299.1	 442	 101.4	 3.1E-31	 1.8E-27 	100.00%	 8	helix-turn-helix domain-containing protein [Thermoactinomyces vulgaris]	  118: 9.5e-07  161: 3.7e-04  202: 4.7e-02  242: 6.5e-07  282: 1.2e-08  323: 2.3e-07  363: 4.9e-07  403: 1.1e-04
131	APC81554.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
132	APC83921.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
133	APH22139.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
134	APQ70267.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
135	APQ76683.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
136	APR01764.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
137	AUM97917.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
138	AUN05594.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
139	AUN16524.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
140	AXG96237.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
141	AXG92360.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
142	QCV56002.1	 442	 101.4	 3.1E-31	 1.8E-27 	100.00%	 8	tetratricopeptide repeat protein [Thermoactinomyces vulgaris]	  118: 9.5e-07  161: 3.7e-04  202: 4.7e-02  242: 6.5e-07  282: 1.2e-08  323: 2.3e-07  363: 4.9e-07  403: 1.1e-04
143	QMU00904.1	 434	 101.3	 3.1E-31	 1.8E-27 	100.00%	 9	helix-turn-helix transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.1e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
144	QAR57216.1	 423	 101.3	 3.2E-31	 1.8E-27 	100.00%	10	TPR repeat-containing protein [Bacillus velezensis]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 2.9e-06  238: 5.5e-08  272: 6.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
145	APH18194.1	 434	 101.2	 3.5E-31	 2.0E-27 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
146	AUM90148.1	 434	 101.2	 3.5E-31	 2.0E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 2.6e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
147	QIE78985.1	 427	 101.0	 3.8E-31	 2.2E-27 	100.00%	11	tetratricopeptide repeat protein [Weissella confusa]	   33: 1.4e-05   67: 9.3e-02  101: 1.2e-05  135: 1.1e-05  172: 1.5e-05  206: 3.8e-02  240: 2.3e-06  274: 9.8e-09  308: 4.4e-02  344: 3.4e-05  378: 5.6e-03
148	AUN02056.1	 434	 100.6	 5.2E-31	 3.0E-27 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 3.5e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
149	QPW52615.1	 432	 100.6	 5.4E-31	 3.1E-27 	100.00%	 9	helix-turn-helix transcriptional regulator [Clostridium botulinum]	   75: 8.5e-06  115: 8.7e-05  155: 3.6e-05  197: 2.1e-06  237: 1.3e-07  277: 2.3e-06  316: 1.3e-04  355: 6.3e-04  395: 1.2e-04
150	ABS41151.1	 434	 100.2	 7.0E-31	 4.0E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum F str. Langeland]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 5.2e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
151	ACA44741.1	 434	 100.2	 7.0E-31	 4.0E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum B1 str. Okra]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 5.2e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
152	ADF98241.1	 434	 100.2	 7.0E-31	 4.0E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum F str. 230613]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 5.2e-07  277: 1.4e-07  316: 1.1e-02  355: 2.8e-04  395: 3.3e-04
153	AIG65650.1	 426	 100.1	 7.1E-31	 4.1E-27 	100.00%	11	Tetratricopeptide repeat family protein [Weissella ceti]	   33: 1.0e-06   67: 1.2e-01  101: 4.3e-06  135: 1.9e-05  172: 5.8e-05  206: 8.9e-03  240: 1.4e-05  274: 4.0e-05  308: 1.1e-01  344: 2.4e-06  378: 6.6e-05
154	AIM62965.1	 426	 100.1	 7.1E-31	 4.1E-27 	100.00%	11	Tetratricopeptide repeat family protein [Weissella ceti]	   33: 1.0e-06   67: 1.2e-01  101: 4.3e-06  135: 1.9e-05  172: 5.8e-05  206: 8.9e-03  240: 1.4e-05  274: 4.0e-05  308: 1.1e-01  344: 2.4e-06  378: 6.6e-05
155	AIM64363.1	 426	 100.1	 7.1E-31	 4.1E-27 	100.00%	11	Tetratricopeptide repeat family protein [Weissella ceti]	   33: 1.0e-06   67: 1.2e-01  101: 4.3e-06  135: 1.9e-05  172: 5.8e-05  206: 8.9e-03  240: 1.4e-05  274: 4.0e-05  308: 1.1e-01  344: 2.4e-06  378: 6.6e-05
156	QVV90772.1	 426	 100.1	 7.1E-31	 4.1E-27 	100.00%	11	tetratricopeptide repeat protein [Weissella sp. W-1]	   33: 1.0e-06   67: 1.2e-01  101: 4.3e-06  135: 1.9e-05  172: 5.8e-05  206: 8.9e-03  240: 1.4e-05  274: 4.0e-05  308: 1.1e-01  344: 2.4e-06  378: 6.6e-05
157	ACA56642.1	 434	 100.1	 7.6E-31	 4.3E-27 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum A3 str. Loch Maree]	   75: 2.1e-06  115: 2.6e-04  155: 9.7e-05  197: 5.2e-08  237: 5.2e-07  277: 1.4e-07  316: 1.2e-02  355: 2.8e-04  395: 3.3e-04
158	QPW57212.1	 432	 100.0	 7.9E-31	 4.5E-27 	100.00%	 9	helix-turn-helix transcriptional regulator [Clostridium botulinum]	   75: 3.7e-05  115: 1.3e-04  155: 3.6e-05  197: 5.6e-07  237: 2.7e-07  277: 2.3e-06  316: 1.3e-04  355: 5.1e-04  395: 5.8e-05
159	AHZ16368.1	 423	 100.0	 8.1E-31	 4.6E-27 	100.00%	10	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase 110 kDa subunit [Bacillus velezensis SQR9]	   33: 2.9e-03   67: 8.7e-03  101: 1.2e-03  135: 1.0e-05  171: 1.7e-05  238: 5.5e-08  272: 2.9e-06  306: 4.7e-05  340: 4.4e-05  374: 2.9e-05
160	AOT68552.1	 427	  99.2	 1.4E-30	 7.9E-27 	100.00%	 7	hypothetical protein Gferi_02445 [Geosporobacter ferrireducens]	  160: 4.3e-03  194: 8.1e-07  228: 1.1e-07  262: 2.3e-07  301: 1.6e-09  336: 5.3e-03  370: 1.4e-07
161	AEB75430.1	 432	  98.7	 1.9E-30	 1.1E-26 	100.00%	 9	tetratricopeptide repeat/DNA binding domain protein [Clostridium botulinum BKT015925]	   75: 3.7e-05  115: 1.3e-04  155: 3.6e-05  197: 5.6e-07  237: 2.7e-07  277: 4.6e-06  316: 1.3e-04  355: 6.1e-04  395: 5.8e-05
162	AUM94303.1	 434	  98.4	 2.4E-30	 1.4E-26 	100.00%	 9	transcriptional regulator [Clostridium sporogenes]	   75: 2.7e-05  115: 2.0e-04  155: 6.2e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
163	AVQ51729.1	 434	  98.4	 2.4E-30	 1.4E-26 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.7e-05  115: 2.0e-04  155: 6.2e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
164	ABK60600.1	 414	  98.1	 2.9E-30	 1.7E-26 	100.00%	 9	xre family DNA-binding domain and TPR-repeat-containing protein [Clostridium novyi NT]	   57: 5.3e-05   97: 8.7e-05  137: 1.1e-04  179: 1.7e-06  219: 5.7e-08  259: 3.4e-06  298: 2.3e-04  337: 2.8e-04  377: 1.7e-04
165	AKC61168.1	 434	  98.0	 3.1E-30	 1.8E-26 	100.00%	 9	tetratricopeptide repeat/DNA binding domain-containing protein [Clostridium sporogenes]	   75: 2.7e-05  115: 2.6e-04  155: 6.2e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
166	AKJ88513.1	 434	  98.0	 3.1E-30	 1.8E-26 	100.00%	 9	XRE family transcriptional regulator [Clostridium sporogenes]	   75: 2.7e-05  115: 2.6e-04  155: 6.2e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
167	AVQ50246.1	 434	  98.0	 3.1E-30	 1.8E-26 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.7e-05  115: 2.6e-04  155: 6.2e-05  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
168	QCX32994.1	 447	  97.8	 3.7E-30	 2.1E-26 	100.00%	 9	helix-turn-helix transcriptional regulator [Caloramator sp. E03]	   88: 2.7e-05  128: 5.2e-04  168: 2.0e-03  210: 2.0e-06  250: 5.8e-07  290: 1.6e-08  329: 2.2e-04  368: 4.0e-04  408: 1.4e-05
169	AEJ22947.1	 425	  97.3	 5.3E-30	 3.0E-26 	100.00%	11	hypothetical protein WKK_00355 [Weissella koreensis KACC 15510]	   33: 7.9e-05   67: 1.9e-02  101: 6.7e-06  135: 1.2e-05  172: 1.1e-05  206: 7.9e-03  240: 2.0e-05  274: 3.2e-06  308: 2.0e-03  345: 3.7e-05  379: 1.4e-03
170	APF28995.1	 434	  96.9	 6.8E-30	 3.9E-26 	100.00%	 9	helix-turn-helix family protein [Clostridium sporogenes]	   75: 2.7e-05  115: 2.6e-04  155: 1.8e-04  197: 5.2e-08  237: 1.2e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
171	QOR33819.1	 341	  96.5	 8.7E-30	 5.0E-26 	100.00%	 7	tetratricopeptide repeat protein [Clostridium sp. 'deep sea']	   64: 6.4e-05   98: 1.8e-04  133: 1.4e-05  167: 4.7e-09  201: 3.9e-06  244: 6.2e-10  279: 4.7e-03
172	APH16791.1	 434	  96.5	 9.0E-30	 5.2E-26 	100.00%	 9	helix-turn-helix family protein [Clostridium sporogenes]	   75: 2.7e-05  115: 2.6e-04  155: 1.8e-04  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
173	AVQ37924.1	 434	  96.5	 9.0E-30	 5.2E-26 	100.00%	 9	transcriptional regulator [Clostridium botulinum]	   75: 2.7e-05  115: 2.6e-04  155: 1.8e-04  197: 5.2e-08  237: 1.6e-07  277: 1.4e-07  316: 1.2e-02  355: 4.6e-04  395: 3.3e-04
