WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
94 	AIK61096.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis str. Vollum]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
95 	AIM09953.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
96 	AJG57565.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus cereus D17]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
97 	AJG62853.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
98 	AJG84315.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
99 	AJG69657.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
100	AJG85720.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
101	AJH31771.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
102	AJH43739.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis str. Sterne]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
103	AJH49302.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
104	AJH56592.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
105	AJH39424.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
106	AJH92551.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
107	AJI42738.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
108	AJG46338.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis str. Turkey32]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
109	APT24239.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
110	AQM44681.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
111	ARZ60879.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus thuringiensis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
112	ASE30931.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
113	AWU51589.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
114	QCX55084.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional regulator [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
115	BBK98961.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	transcriptional activator NprA [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
116	QHA43397.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
117	QHA45388.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
118	QHA49678.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
119	QHA57195.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
120	QHA59896.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
121	QHA65928.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus anthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
122	QKI11701.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	tetratricopeptide repeat protein [Bacillus cereus]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
123	QPI82243.1	 422	  82.3	 1.7E-25	 6.1E-22 	100.00%	 7	helix-turn-helix transcriptional regulator [Bacillus paranthracis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 3.4e-04
124	AJH91170.1	 426	  82.1	 1.9E-25	 6.7E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus anthracis]	  155: 2.3e-03  193: 2.3e-05  233: 9.3e-08  274: 4.8e-11  312: 7.1e-06  353: 3.4e-02  391: 3.4e-04
125	AIY79334.1	 432	  82.0	 2.0E-25	 7.1E-22 	100.00%	 9	helix-turn-helix family protein [Clostridium botulinum 202F]	   75: 1.3e-05  115: 2.5e-04  155: 1.2e-04  197: 2.6e-06  237: 3.3e-07  277: 5.9e-06  316: 2.1e-03  355: 4.3e-02  395: 4.7e-04
126	QHH83373.1	 423	  82.1	 2.0E-25	 6.9E-22 	100.00%	 7	helix-turn-helix domain-containing protein [Bacillus paranthracis]	  111: 9.5e-03  151: 3.9e-04  189: 8.8e-03  229: 1.7e-07  270: 1.5e-12  308: 2.4e-06  342: 1.0e-03
127	AJG77129.1	 422	  81.8	 2.4E-25	 8.3E-22 	100.00%	 7	helix-turn-helix family protein [Bacillus thuringiensis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 4.6e-04
128	QKH25540.1	 422	  81.8	 2.4E-25	 8.3E-22 	100.00%	 7	helix-turn-helix transcriptional regulator [Bacillus thuringiensis]	  151: 2.3e-03  189: 2.3e-05  229: 9.3e-08  270: 4.8e-11  308: 7.1e-06  349: 3.4e-02  387: 4.6e-04
129	AVI40546.1	 372	  81.6	 2.7E-25	 9.6E-22 	100.00%	 6	aspartate phosphatase [Bacillus pumilus]	   96: 2.7e-03  136: 3.4e-04  177: 5.0e-04  217: 4.1e-10  256: 2.0e-08  330: 1.2e-05
130	QCY59850.1	 423	  81.0	 4.0E-25	 1.4E-21 	100.00%	 7	tetratricopeptide repeat protein [Bacillus thuringiensis]	  111: 6.8e-03  151: 2.5e-04  189: 8.8e-03  229: 1.7e-07  270: 2.5e-12  308: 6.1e-06  342: 1.0e-03
131	ASL63354.1	 423	  80.0	 8.2E-25	 2.9E-21 	100.00%	 6	transcriptional regulator [Bacillus cereus]	  151: 2.5e-04  189: 8.8e-03  229: 1.7e-07  270: 1.5e-12  308: 2.4e-06  342: 1.0e-03
132	ACM11116.1	 423	  79.4	 1.2E-24	 4.3E-21 	100.00%	 6	transcriptional activator (transcriptional regulator) [Bacillus cereus Q1]	  151: 2.9e-04  189: 1.1e-02  229: 1.7e-07  270: 1.5e-12  308: 3.0e-06  342: 8.3e-04
133	QKG83754.1	 445	  78.7	 2.0E-24	 7.1E-21 	100.00%	 8	helix-turn-helix domain-containing protein [Kroppenstedtia pulmonis]	   80: 5.3e-03  116: 2.5e-06  159: 4.5e-04  200: 1.1e-03  240: 5.3e-06  280: 1.3e-05  320: 3.2e-06  360: 3.9e-06
134	AJO18182.1	 365	  77.8	 3.7E-24	 1.3E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   86: 5.1e-06  126: 9.7e-04  167: 1.1e-04  209: 1.2e-10  248: 5.0e-09
135	QCY74440.1	 375	  77.9	 3.7E-24	 1.3E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 3.4e-05  219: 1.3e-09  258: 4.2e-10
136	QCU12716.1	 423	  77.7	 4.0E-24	 1.4E-20 	100.00%	 6	tetratricopeptide repeat protein [Bacillus paranthracis]	  151: 5.9e-04  189: 8.8e-03  229: 1.4e-07  270: 1.5e-12  308: 4.5e-06  342: 1.4e-03
137	BCE06635.1	 375	  77.6	 4.5E-24	 1.6E-20 	100.00%	 5	hypothetical protein RSC1_02792 [Bacillus paralicheniformis]	   96: 5.1e-06  136: 9.7e-04  177: 1.1e-04  219: 1.2e-10  258: 5.0e-09
138	BCE08428.1	 375	  77.6	 4.5E-24	 1.6E-20 	100.00%	 5	hypothetical protein RSC2_00224 [Bacillus paralicheniformis]	   96: 5.1e-06  136: 9.7e-04  177: 1.1e-04  219: 1.2e-10  258: 5.0e-09
139	BCE14519.1	 375	  77.6	 4.5E-24	 1.6E-20 	100.00%	 5	hypothetical protein RSC3_01875 [Bacillus paralicheniformis]	   96: 5.1e-06  136: 9.7e-04  177: 1.1e-04  219: 1.2e-10  258: 5.0e-09
140	AHL71024.1	 372	  77.5	 4.8E-24	 1.7E-20 	100.00%	 6	aspartate phosphatase [Bacillus pumilus]	   96: 8.4e-03  136: 3.4e-04  177: 5.0e-04  217: 6.2e-11  256: 8.1e-07  330: 1.2e-05
141	BAT48270.1	 372	  77.5	 4.8E-24	 1.7E-20 	100.00%	 6	aspartate phosphatase response regulator H [Bacillus pumilus]	   96: 8.4e-03  136: 3.4e-04  177: 5.0e-04  217: 6.2e-11  256: 8.1e-07  330: 1.2e-05
142	APP17522.1	 372	  77.5	 4.8E-24	 1.7E-20 	100.00%	 6	aspartate phosphatase [Bacillus altitudinis]	   96: 8.4e-03  136: 3.4e-04  177: 5.0e-04  217: 6.2e-11  256: 8.1e-07  330: 1.2e-05
143	QQX15783.1	 372	  77.5	 4.8E-24	 1.7E-20 	100.00%	 6	tetratricopeptide repeat protein [Bacillus altitudinis]	   96: 8.4e-03  136: 3.4e-04  177: 5.0e-04  217: 6.2e-11  256: 8.1e-07  330: 1.2e-05
144	QSI45640.1	 372	  77.5	 4.8E-24	 1.7E-20 	100.00%	 6	tetratricopeptide repeat protein [Bacillus altitudinis]	   96: 8.4e-03  136: 3.4e-04  177: 5.0e-04  217: 6.2e-11  256: 8.1e-07  330: 1.2e-05
145	AAS39598.1	 425	  77.3	 5.4E-24	 1.9E-20 	100.00%	 6	transcriptional regulator/TPR domain protein [Bacillus cereus ATCC 10987]	  189: 4.0e-04  229: 1.6e-07  270: 1.5e-11  308: 7.8e-06  342: 6.7e-03  387: 6.0e-03
146	ASB61673.1	 375	  77.0	 6.7E-24	 2.4E-20 	100.00%	 5	aspartate phosphatase [Bacillus sp. MD-5]	   96: 1.3e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
147	QFY82705.1	 375	  77.0	 6.7E-24	 2.4E-20 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	   96: 1.3e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
148	VEB18979.1	 378	  77.0	 6.7E-24	 2.4E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   99: 5.1e-06  139: 1.6e-03  180: 3.5e-04  222: 1.2e-10  261: 1.3e-09
149	ASS73924.1	 433	  76.9	 7.1E-24	 2.5E-20 	100.00%	 8	hypothetical protein CIG75_02310 [Tumebacillus algifaecis]	   77: 3.1e-03  114: 5.8e-05  154: 1.2e-04  196: 1.9e-06  234: 1.5e-06  274: 1.2e-02  314: 1.8e-06  352: 2.3e-05
150	AEP87463.1	 367	  76.9	 7.3E-24	 2.6E-20 	100.00%	 5	response regulator aspartate phosphatase E [Bacillus subtilis subsp. spizizenii TU-B-10]	   88: 1.7e-05  128: 8.6e-04  169: 7.9e-05  211: 1.3e-09  250: 4.2e-10
151	AFI29144.1	 375	  76.9	 7.3E-24	 2.6E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus sp. JS]	   96: 1.3e-05  136: 8.6e-04  177: 7.9e-05  219: 6.2e-10  258: 9.2e-10
152	AGN36335.1	 378	  76.7	 7.9E-24	 2.8E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus paralicheniformis ATCC 9945a]	   99: 5.1e-06  139: 1.6e-03  180: 1.1e-04  222: 1.2e-10  261: 5.0e-09
153	ADV93337.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis BSn5]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
154	AOL30341.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	aspartate phosphatase [Alkalihalobacillus gibsonii]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
155	AOL26725.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus sp. FJAT-14266]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
156	APH69316.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
157	ARV47248.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
158	QAR97581.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
159	QAS08638.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
160	QAW46475.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
161	QBJ82974.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
162	QGI22435.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
163	QGI18414.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
164	QGI05631.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
165	QGI09816.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
166	QGH97342.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
167	QGI27472.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
168	QKJ78492.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
169	QNA80924.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
170	QOJ80392.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
171	QRQ51000.1	 375	  76.6	 8.5E-24	 3.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 1.7e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
172	AOA55325.1	 378	  76.6	 9.0E-24	 3.2E-20 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis]	   99: 1.7e-05  139: 8.6e-04  180: 7.9e-05  222: 1.3e-09  261: 4.2e-10
173	QHJ97267.1	 378	  76.6	 9.0E-24	 3.2E-20 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus subtilis]	   99: 1.7e-05  139: 8.6e-04  180: 7.9e-05  222: 1.3e-09  261: 4.2e-10
174	QHL55120.1	 378	  76.6	 9.0E-24	 3.2E-20 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus subtilis]	   99: 1.7e-05  139: 8.6e-04  180: 7.9e-05  222: 1.3e-09  261: 4.2e-10
175	QHM19945.1	 378	  76.6	 9.0E-24	 3.2E-20 	100.00%	 5	Response regulator aspartate phosphatase A [Bacillus subtilis]	   99: 1.7e-05  139: 8.6e-04  180: 7.9e-05  222: 1.3e-09  261: 4.2e-10
176	ARC58681.1	 368	  76.5	 9.6E-24	 3.4E-20 	100.00%	 7	response regulator aspartate phosphatase J [Bacillus licheniformis]	   93: 4.9e-03  133: 5.3e-07  174: 3.7e-04  214: 1.4e-09  253: 3.8e-07  287: 9.1e-02  327: 1.5e-04
177	AVI45306.1	 368	  76.5	 9.6E-24	 3.4E-20 	100.00%	 7	Response regulator aspartate phosphatase [Bacillus licheniformis]	   93: 4.9e-03  133: 5.3e-07  174: 3.7e-04  214: 1.4e-09  253: 3.8e-07  287: 9.1e-02  327: 1.5e-04
178	AVI49620.1	 368	  76.5	 9.6E-24	 3.4E-20 	100.00%	 7	Response regulator aspartate phosphatase [Bacillus licheniformis]	   93: 4.9e-03  133: 5.3e-07  174: 3.7e-04  214: 1.4e-09  253: 3.8e-07  287: 9.1e-02  327: 1.5e-04
179	ARC67788.1	 366	  75.7	 1.6E-23	 5.7E-20 	100.00%	 7	response regulator aspartate phosphatase J [Bacillus licheniformis]	   91: 4.7e-03  131: 5.5e-07  172: 3.0e-04  212: 1.4e-09  251: 8.2e-07  285: 9.1e-02  325: 1.5e-04
180	AIK40466.1	 425	  75.5	 1.9E-23	 6.6E-20 	100.00%	 6	helix-turn-helix family protein [Bacillus pseudomycoides]	  151: 4.7e-05  189: 1.4e-03  229: 1.8e-06  270: 4.7e-11  308: 4.1e-05  387: 4.4e-03
181	AJI16873.1	 425	  75.5	 1.9E-23	 6.6E-20 	100.00%	 6	helix-turn-helix family protein [Bacillus pseudomycoides]	  151: 4.7e-05  189: 1.4e-03  229: 1.8e-06  270: 4.7e-11  308: 4.1e-05  387: 4.4e-03
182	QPF43100.1	 375	  75.4	 2.0E-23	 7.1E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis]	   96: 4.0e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
183	ADH10048.1	 364	  75.3	 2.1E-23	 7.4E-20 	100.00%	 7	Response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis BMB171]	   91: 3.8e-05  131: 2.0e-06  172: 6.3e-08  212: 2.4e-06  246: 5.7e-04  284: 2.3e-02  324: 7.0e-05
184	CAB14524.2	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	response regulator aspartate phosphatase; skin element [Bacillus subtilis subsp. subtilis str. 168]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
185	AGG61984.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	response regulator aspartate phosphatase RapE [Bacillus subtilis subsp. subtilis 6051-HGW]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
186	AHA78470.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	Response regulator aspartate phosphatase E [Bacillus subtilis PY79]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
187	BAM58645.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis BEST7003]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
188	AII36370.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis TO-A]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
189	AIY93905.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis str. 168]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
190	AIY98214.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
191	AJE95285.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
192	AJO58989.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus sp. YP1]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
193	AKC48161.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis KCTC 1028]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
194	AKE24341.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus sp. LM 4-2]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
195	AKN14600.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
196	AMB24839.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
197	AMS48159.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
198	ANX07538.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
199	AOA11917.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
200	AQZ91472.1	 375	  75.2	 2.3E-23	 8.0E-20 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	   96: 4.6e-05  136: 8.6e-04  177: 7.9e-05  219: 1.3e-09  258: 4.2e-10
